abilities,number of ability,against,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,basic,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Run Away', 'Pickup', 'Volt Absorb']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,45,2560,100,405,200,EleSquirrel Pokémon,70,1000000,0.4,60,Pachirisu,50,417,45,90,95,electric,,3.9,4,0
"['Swift Swim', 'Water Veil']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,330,65,5120,70,330,190,Sea Weasel Pokémon,35,1000000,0.7,55,Buizel,50,418,60,30,85,water,,29.5,4,0
"['Swift Swim', 'Water Veil']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,495,105,5120,70,495,75,Sea Weasel Pokémon,55,1000000,1.1,85,Floatzel,50,419,85,50,115,water,,33.5,4,0
['Chlorophyll'],1,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,275,35,5120,70,275,190,Cherry Pokémon,45,1000000,0.4,45,Cherubi,50,420,62,53,35,grass,,3.3,4,0
['Flower Gift'],1,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,450,60,5120,70,450,75,Blossom Pokémon,70,1000000,0.5,70,Cherrim,50,421,87,78,85,grass,,9.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,325,48,5120,70,325,190,Sea Slug Pokémon,48,1000000,0.3,76,Shellos,50,422,57,62,34,water,,6.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",3,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,475,83,5120,70,475,75,Sea Slug Pokémon,68,1000000,0.9,111,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0
"['Technician', 'Pickup', 'Skill Link']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,482,100,5120,100,482,45,Long Tail Pokémon,66,800000,1.2,75,Ambipom,50,424,60,66,115,normal,,20.3,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",3,,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,348,50,7680,70,348,125,Balloon Pokémon,34,1640000,0.4,90,Drifloon,50,425,60,44,70,ghost,flying,1.2,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",3,,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,498,80,7680,70,498,60,Blimp Pokémon,44,1640000,1.2,150,Drifblim,50,426,90,54,80,ghost,flying,15,4,0
"['Run Away', 'Klutz', 'Limber']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,350,66,5120,0,350,190,Rabbit Pokémon,44,1000000,0.4,55,Buneary,50,427,44,56,85,normal,,5.5,4,0
"['Cute Charm', 'Klutz', 'Limber']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,580,136,5120,140,580,60,Rabbit Pokémon,94,1000000,1.2,65,Lopunny,50,428,54,96,135,normal,,33.3,4,0
['Levitate'],1,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,495,60,6400,35,495,45,Magical Pokémon,60,800000,0.9,60,Mismagius,50,429,105,105,105,ghost,,4.4,4,0
"['Insomnia', 'Super Luck', 'Moxie']",3,,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,505,125,5120,35,505,30,Big Boss Pokémon,52,1059860,0.9,100,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0
"['Limber', 'Own Tempo', 'Keen Eye']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,310,55,5120,70,310,190,Catty Pokémon,42,800000,0.5,49,Glameow,24.6,431,42,37,85,normal,,3.9,4,0
"['Thick Fat', 'Own Tempo', 'Defiant']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,452,82,5120,70,452,75,Tiger Cat Pokémon,64,800000,1,71,Purugly,24.6,432,64,59,112,normal,,43.8,4,0
['Levitate'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,285,30,6400,70,285,120,Bell Pokémon,50,800000,0.2,45,Chingling,50,433,65,50,45,psychic,,0.6,4,0
"['Stench', 'Aftermath', 'Keen Eye']",3,,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,329,63,5120,70,329,225,Skunk Pokémon,47,1000000,0.4,63,Stunky,50,434,41,41,74,poison,dark,19.2,4,0
"['Stench', 'Aftermath', 'Keen Eye']",3,,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,479,93,5120,70,479,60,Skunk Pokémon,67,1000000,1,103,Skuntank,50,435,71,61,84,poison,dark,38,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",3,,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,300,24,5120,70,300,255,Bronze Pokémon,86,1000000,0.5,57,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",3,,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,500,89,5120,70,500,90,Bronze Bell Pokémon,116,1000000,1.3,67,Bronzong,,437,79,116,33,steel,psychic,187,4,0
"['Sturdy', 'Rock Head', 'Rattled']",3,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,290,80,5120,70,290,255,Bonsai Pokémon,95,1000000,0.5,50,Bonsly,50,438,10,45,10,rock,,15,4,0
"['Soundproof', 'Filter', 'Technician']",3,,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,310,25,6400,70,310,145,Mime Pokémon,45,1000000,0.6,20,Mime Jr.,50,439,70,90,60,psychic,fairy,13,4,0
"['Natural Cure', 'Serene Grace', 'Friend Guard']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,220,5,10240,140,220,130,Playhouse Pokémon,5,800000,0.6,100,Happiny,0,440,15,65,30,normal,,24.4,4,0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",3,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,411,65,5120,35,411,30,Music Note Pokémon,45,1059860,0.5,76,Chatot,50,441,92,42,91,normal,flying,1.9,4,0
"['Pressure', 'Infiltrator']",2,,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,485,92,7680,70,485,100,Forbidden Pokémon,108,1000000,1,50,Spiritomb,50,442,92,108,35,ghost,dark,108,4,0
"['Sand Veil', 'Rough Skin']",2,,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,300,70,10240,70,300,45,Land Shark Pokémon,45,1250000,0.7,58,Gible,50,443,40,45,42,dragon,ground,20.5,4,0
"['Sand Veil', 'Rough Skin']",2,,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,410,90,10240,70,410,45,Cave Pokémon,65,1250000,1.4,68,Gabite,50,444,50,55,82,dragon,ground,56,4,0
"['Sand Veil', 'Rough Skin']",2,,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,700,170,10240,70,700,45,Mach Pokémon,115,1250000,1.9,108,Garchomp,50,445,120,95,92,dragon,ground,95,4,0
"['Pickup', 'Thick Fat', 'Gluttony']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,390,85,10240,70,390,50,Big Eater Pokémon,40,1250000,0.6,135,Munchlax,88.1,446,40,85,5,normal,,105,4,0
"['Steadfast', 'Inner Focus', 'Prankster']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,285,70,6400,70,285,75,Emanation Pokémon,40,1059860,0.7,40,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0
"['Steadfast', 'Inner Focus', 'Justified']",3,,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,625,145,6400,70,625,45,Aura Pokémon,88,1059860,1.2,70,Lucario,88.1,448,140,70,112,fighting,steel,54,4,0
"['Sand Stream', 'Sand Force']",2,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,330,72,7680,70,330,140,Hippo Pokémon,78,1250000,0.8,68,Hippopotas,50,449,38,42,32,ground,,49.5,4,0
"['Sand Stream', 'Sand Force']",2,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,525,112,7680,70,525,60,Heavyweight Pokémon,118,1250000,2,108,Hippowdon,50,450,68,72,47,ground,,300,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",3,,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,330,50,5120,70,330,120,Scorpion Pokémon,90,1250000,0.8,40,Skorupi,50,451,30,55,65,poison,bug,12,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",3,,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,500,90,5120,70,500,45,Ogre Scorp Pokémon,110,1250000,1.3,70,Drapion,50,452,60,75,95,poison,dark,61.5,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",3,,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,300,61,2560,100,300,140,Toxic Mouth Pokémon,40,1000000,0.7,48,Croagunk,50,453,61,40,50,poison,fighting,23,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",3,,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,490,106,5120,70,490,75,Toxic Mouth Pokémon,65,1000000,1.3,83,Toxicroak,50,454,86,65,85,poison,fighting,44.4,4,0
['Levitate'],1,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,454,100,6400,70,454,200,Bug Catcher Pokémon,72,1250000,1.4,74,Carnivine,50,455,90,72,46,grass,,27,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,330,49,5120,70,330,190,Wing Fish Pokémon,56,600000,0.4,49,Finneon,50,456,49,61,66,water,,7,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,460,69,5120,70,460,75,Neon Pokémon,76,600000,1.2,69,Lumineon,50,457,69,86,91,water,,24,4,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",3,,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,345,20,6400,70,345,25,Kite Pokémon,50,1250000,1,45,Mantyke,50,458,60,120,50,water,flying,65,4,0
"['Snow Warning', 'Soundproof']",2,,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,334,62,5120,70,334,120,Frosted Tree Pokémon,50,1250000,1,60,Snover,50,459,62,60,40,grass,ice,50.5,4,0
"['Snow Warning', 'Soundproof']",2,,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,594,132,5120,70,594,60,Frosted Tree Pokémon,105,1250000,2.2,90,Abomasnow,50,460,132,105,30,grass,ice,135.5,4,0
"['Pressure', 'Pickpocket']",2,,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,510,120,5120,35,510,45,Sharp Claw Pokémon,65,1059860,1.1,70,Weavile,50,461,45,85,125,dark,ice,34,4,0
"['Magnet Pull', 'Sturdy', 'Analytic']",3,,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,535,70,5120,70,535,30,Magnet Area Pokémon,115,1000000,1.2,70,Magnezone,,462,130,90,60,electric,steel,180,4,0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,515,85,5120,70,515,30,Licking Pokémon,95,1000000,1.7,110,Lickilicky,50,463,80,95,50,normal,,140,4,0
"['Lightningrod', 'Solid Rock', 'Reckless']",3,,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,535,140,5120,70,535,30,Drill Pokémon,130,1250000,2.4,115,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,535,100,5120,70,535,30,Vine Pokémon,125,1000000,2,100,Tangrowth,50,465,110,50,50,grass,,128.6,4,0
"['Motor Drive', 'Vital Spirit']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,540,123,6400,70,540,30,Thunderbolt Pokémon,67,1000000,1.8,75,Electivire,75.4,466,95,85,95,electric,,138.6,4,0
"['Flame Body', 'Vital Spirit']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,540,95,6400,70,540,30,Blast Pokémon,67,1000000,1.6,75,Magmortar,75.4,467,125,95,83,fire,,68,4,0
"['Hustle', 'Serene Grace', 'Super Luck']",3,,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,545,50,2560,70,545,30,Jubilee Pokémon,95,800000,1.5,85,Togekiss,88.1,468,120,115,80,fairy,flying,38,4,0
"['Speed Boost', 'Tinted Lens', 'Frisk']",3,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,515,76,5120,70,515,30,Ogre Darner Pokémon,86,1000000,1.9,86,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0
"['Leaf Guard', 'Chlorophyll']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,525,110,8960,35,525,45,Verdant Pokémon,130,1000000,1,65,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0
"['Snow Cloak', 'Ice Body']",2,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,525,60,8960,35,525,45,Fresh Snow Pokémon,110,1000000,0.8,65,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",3,,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,510,95,5120,70,510,30,Fang Scorp Pokémon,125,1059860,2,75,Gliscor,50,472,45,75,95,ground,flying,42.5,4,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",3,,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,530,130,5120,70,530,50,Twin Tusk Pokémon,80,1250000,2.5,110,Mamoswine,50,473,70,60,80,ice,ground,291,4,0
"['Adaptability', 'Download', 'Analytic']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,535,80,5120,70,535,30,Virtual Pokémon,70,1000000,0.9,85,Porygon-Z,,474,135,75,90,normal,,34,4,0
"['Steadfast', 'Justified']",2,,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,618,165,5120,35,618,45,Blade Pokémon,95,1250000,1.6,68,Gallade,100,475,65,115,110,psychic,fighting,52,4,0
"['Sturdy', 'Magnet Pull', 'Sand Force']",3,,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,525,55,5120,70,525,60,Compass Pokémon,145,1000000,1.4,60,Probopass,50,476,75,150,40,rock,steel,340,4,0
"['Pressure', 'Frisk']",2,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,525,100,6400,35,525,45,Gripper Pokémon,135,800000,2.2,45,Dusknoir,50,477,65,135,45,ghost,,106.6,4,0
"['Snow Cloak', 'Cursed Body']",2,,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,480,80,5120,70,480,75,Snow Land Pokémon,70,1000000,1.3,70,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0
['Levitate'],1,,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,520,65,5120,70,520,45,Plasma Pokémon,107,1000000,0.3,50,Rotom,,479,105,107,86,electric,ghost,0.3,4,0
['Levitate'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,580,75,20480,140,580,3,Knowledge Pokémon,130,1250000,0.3,75,Uxie,,480,75,130,95,psychic,,0.3,4,1
['Levitate'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,580,105,20480,140,580,3,Emotion Pokémon,105,1250000,0.3,80,Mesprit,,481,105,105,80,psychic,,0.3,4,1
['Levitate'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,580,125,20480,140,580,3,Willpower Pokémon,70,1250000,0.3,75,Azelf,,482,125,70,115,psychic,,0.3,4,1
"['Pressure', 'Telepathy']",2,,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,680,120,30720,0,680,3,Temporal Pokémon,120,1250000,5.4,100,Dialga,,483,150,100,90,steel,dragon,683,4,1
"['Pressure', 'Telepathy']",2,,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,680,120,30720,0,680,3,Spatial Pokémon,100,1250000,4.2,90,Palkia,,484,150,120,100,water,dragon,336,4,1
"['Flash Fire', 'Flame Body']",2,,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,600,90,2560,100,600,3,Lava Dome Pokémon,106,1250000,1.7,91,Heatran,50,485,130,106,77,fire,steel,430,4,1
['Slow Start'],1,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,670,160,30720,0,670,3,Colossal Pokémon,110,1250000,3.7,110,Regigigas,,486,80,110,100,normal,,420,4,1
"['Pressure', 'Telepathy', 'Levitate']",3,,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,680,120,30720,0,680,3,Renegade Pokémon,100,1250000,4.5,150,Giratina,,487,120,100,90,ghost,dragon,750,4,1
['Levitate'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,70,30720,100,600,3,Lunar Pokémon,120,1250000,1.5,120,Cresselia,0,488,75,130,85,psychic,,85.6,4,1
['Hydration'],1,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,480,80,10240,70,480,30,Sea Drifter Pokémon,80,1250000,0.4,80,Phione,,489,80,80,80,water,,3.1,4,0
['Hydration'],1,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,600,100,2560,70,600,3,Seafaring Pokémon,100,1250000,0.3,100,Manaphy,,490,100,100,100,water,,1.4,4,1
['Bad Dreams'],1,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,600,90,30720,0,600,3,Pitch-Black Pokémon,90,1250000,1.5,70,Darkrai,,491,135,90,125,dark,,50.5,4,1
"['Natural Cure', 'Serene Grace']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,600,103,30720,100,600,45,Gratitude Pokémon,75,1059860,0.2,100,Shaymin,,492,120,75,127,grass,grass,2.1,4,1
['Multitype'],1,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,720,120,30720,0,720,3,Alpha Pokémon,120,1250000,3.2,120,Arceus,,493,120,120,120,normal,,320,4,1
['Victory Star'],1,,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,600,100,30720,100,600,3,Victory Pokémon,100,1250000,0.4,100,Victini,,494,100,100,100,psychic,fire,4,5,1
"['Overgrow', 'Contrary']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,308,45,5120,70,308,45,Grass Snake Pokémon,55,1059860,0.6,45,Snivy,88.1,495,45,55,63,grass,,8.1,5,0
"['Overgrow', 'Contrary']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,413,60,5120,70,413,45,Grass Snake Pokémon,75,1059860,0.8,60,Servine,88.1,496,60,75,83,grass,,16,5,0
"['Overgrow', 'Contrary']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,528,75,5120,70,528,45,Regal Pokémon,95,1059860,3.3,75,Serperior,88.1,497,75,95,113,grass,,63,5,0
"['Blaze', 'Thick Fat']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,308,63,5120,70,308,45,Fire Pig Pokémon,45,1059860,0.5,65,Tepig,88.1,498,45,45,45,fire,,9.9,5,0
"['Blaze', 'Thick Fat']",2,,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,418,93,5120,70,418,45,Fire Pig Pokémon,55,1059860,1,90,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0
"['Blaze', 'Reckless']",2,,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,528,123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,1.6,110,Emboar,88.1,500,100,65,65,fire,fighting,150,5,0
"['Torrent', 'Shell Armor']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,308,55,5120,70,308,45,Sea Otter Pokémon,45,1059860,0.5,55,Oshawott,88.1,501,63,45,45,water,,5.9,5,0
"['Torrent', 'Shell Armor']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,413,75,5120,70,413,45,Discipline Pokémon,60,1059860,0.8,75,Dewott,88.1,502,83,60,60,water,,24.5,5,0
"['Torrent', 'Shell Armor']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,528,100,5120,70,528,45,Formidable Pokémon,85,1059860,1.5,95,Samurott,88.1,503,108,70,70,water,,94.6,5,0
"['Run Away', 'Keen Eye', 'Analytic']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,55,3840,70,255,255,Scout Pokémon,39,1000000,0.5,45,Patrat,50,504,35,39,42,normal,,11.6,5,0
"['Illuminate', 'Keen Eye', 'Analytic']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,420,85,5120,70,420,255,Lookout Pokémon,69,1000000,1.1,60,Watchog,50,505,60,69,77,normal,,27,5,0
"['Vital Spirit', 'Pickup', 'Run Away']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,275,60,3840,70,275,255,Puppy Pokémon,45,1059860,0.4,45,Lillipup,50,506,25,45,55,normal,,4.1,5,0
"['Intimidate', 'Sand Rush', 'Scrappy']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,370,80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,0.9,65,Herdier,50,507,35,65,60,normal,,14.7,5,0
"['Intimidate', 'Sand Rush', 'Scrappy']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,500,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,Stoutland,50,508,45,90,80,normal,,61,5,0
"['Limber', 'Unburden', 'Prankster']",3,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,281,50,5120,70,281,255,Devious Pokémon,37,1000000,0.4,41,Purrloin,50,509,50,37,66,dark,,10.1,5,0
"['Limber', 'Unburden', 'Prankster']",3,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,446,88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,Liepard,50,510,88,50,106,dark,,37.5,5,0
"['Gluttony', 'Overgrow']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,316,53,5120,70,316,190,Grass Monkey Pokémon,48,1000000,0.6,50,Pansage,88.1,511,53,48,64,grass,,10.5,5,0
"['Gluttony', 'Overgrow']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,498,98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,1.1,75,Simisage,88.1,512,98,63,101,grass,,30.5,5,0
"['Gluttony', 'Blaze']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,316,53,5120,70,316,190,High Temp Pokémon,48,1000000,0.6,50,Pansear,88.1,513,53,48,64,fire,,11,5,0
"['Gluttony', 'Blaze']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,498,98,5120,70,498,75,Ember Pokémon,63,1000000,1,75,Simisear,88.1,514,98,63,101,fire,,28,5,0
"['Gluttony', 'Torrent']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,316,53,5120,70,316,190,Spray Pokémon,48,1000000,0.6,50,Panpour,88.1,515,53,48,64,water,,13.5,5,0
"['Gluttony', 'Torrent']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,498,98,5120,70,498,75,Geyser Pokémon,63,1000000,1,75,Simipour,88.1,516,98,63,101,water,,29,5,0
"['Forewarn', 'Synchronize', 'Telepathy']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,292,25,2560,70,292,190,Dream Eater Pokémon,45,800000,0.6,76,Munna,50,517,67,55,24,psychic,,23.3,5,0
"['Forewarn', 'Synchronize', 'Telepathy']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,487,55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,Musharna,50,518,107,95,29,psychic,,60.5,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",3,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,264,55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,50,Pidove,50,519,36,30,43,normal,flying,2.1,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",3,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,358,77,3840,70,358,120,Wild Pigeon Pokémon,62,1059860,0.6,62,Tranquill,50,520,50,42,65,normal,flying,15,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",3,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,488,115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,Unfezant,50,521,65,55,93,normal,flying,29,5,0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,295,60,5120,70,295,190,Electrified Pokémon,32,1000000,0.8,45,Blitzle,50,522,50,32,76,electric,,29.8,5,0
